"orderNumber","orderDate","requiredDate","shippedDate","status","comments","customerNumber","OrderPriority","Year","Month","ShipMode"
"10336","2004-11-20","2004-11-26","2004-11-24","Shipped","Customer requested that DHL is used for this shipping","172",NULL,NULL,NULL,NULL
"10337","2004-11-21","2004-11-30","2004-11-26","Shipped",NULL,"424",NULL,NULL,NULL,NULL
"10338","2004-11-22","2004-12-02","2004-11-27","Shipped",NULL,"381",NULL,NULL,NULL,NULL
"10339","2004-11-23","2004-11-30","2004-11-30","Shipped",NULL,"398",NULL,NULL,NULL,NULL
"10340","2004-11-24","2004-12-01","2004-11-25","Shipped","Customer is interested in buying more Ferrari models","216",NULL,NULL,NULL,NULL
"10341","2004-11-24","2004-12-01","2004-11-29","Shipped",NULL,"382",NULL,NULL,NULL,NULL
"10342","2004-11-24","2004-12-01","2004-11-29","Shipped",NULL,"114",NULL,NULL,NULL,NULL
"10343","2004-11-24","2004-12-01","2004-11-26","Shipped",NULL,"353",NULL,NULL,NULL,NULL
"10344","2004-11-25","2004-12-02","2004-11-29","Shipped",NULL,"350",NULL,NULL,NULL,NULL
"10345","2004-11-25","2004-12-01","2004-11-26","Shipped",NULL,"103",NULL,NULL,NULL,NULL
"10346","2004-11-29","2004-12-05","2004-11-30","Shipped",NULL,"112",NULL,NULL,NULL,NULL
"10347","2004-11-29","2004-12-07","2004-11-30","Shipped","Can we deliver the new Ford Mustang models by end-of-quarter?","114",NULL,NULL,NULL,NULL
"10348","2004-11-01","2004-11-08","2004-11-05","Shipped",NULL,"458",NULL,NULL,NULL,NULL
"10349","2004-12-01","2004-12-07","2004-12-03","Shipped",NULL,"151",NULL,NULL,NULL,NULL
"10350","2004-12-02","2004-12-08","2004-12-05","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10351","2004-12-03","2004-12-11","2004-12-07","Shipped",NULL,"324",NULL,NULL,NULL,NULL
"10352","2004-12-03","2004-12-12","2004-12-09","Shipped",NULL,"198",NULL,NULL,NULL,NULL
"10353","2004-12-04","2004-12-11","2004-12-05","Shipped",NULL,"447",NULL,NULL,NULL,NULL
"10354","2004-12-04","2004-12-10","2004-12-05","Shipped",NULL,"323",NULL,NULL,NULL,NULL
"10355","2004-12-07","2004-12-14","2004-12-13","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10356","2004-12-09","2004-12-15","2004-12-12","Shipped",NULL,"250",NULL,NULL,NULL,NULL
"10357","2004-12-10","2004-12-16","2004-12-14","Shipped",NULL,"124",NULL,NULL,NULL,NULL
"10358","2004-12-10","2004-12-16","2004-12-16","Shipped","Customer requested that DHL is used for this shipping","141",NULL,NULL,NULL,NULL
"10359","2004-12-15","2004-12-23","2004-12-18","Shipped",NULL,"353",NULL,NULL,NULL,NULL
"10360","2004-12-16","2004-12-22","2004-12-18","Shipped",NULL,"496",NULL,NULL,NULL,NULL
"10361","2004-12-17","2004-12-24","2004-12-20","Shipped",NULL,"282",NULL,NULL,NULL,NULL
"10362","2005-01-05","2005-01-16","2005-01-10","Shipped",NULL,"161",NULL,NULL,NULL,NULL
"10363","2005-01-06","2005-01-12","2005-01-10","Shipped",NULL,"334",NULL,NULL,NULL,NULL
"10364","2005-01-06","2005-01-17","2005-01-09","Shipped",NULL,"350",NULL,NULL,NULL,NULL
"10365","2005-01-07","2005-01-18","2005-01-11","Shipped",NULL,"320",NULL,NULL,NULL,NULL
"10366","2005-01-10","2005-01-19","2005-01-12","Shipped",NULL,"381",NULL,NULL,NULL,NULL
"10367","2005-01-12","2005-01-21","2005-01-16","Resolved","This order was disputed and resolved on 2/1/2005. Customer claimed that container with shipment was damaged. FedEx's investigation proved this wrong.","205",NULL,NULL,NULL,NULL
"10368","2005-01-19","2005-01-27","2005-01-24","Shipped","Can we renegotiate this one?","124",NULL,NULL,NULL,NULL
"10369","2005-01-20","2005-01-28","2005-01-24","Shipped",NULL,"379",NULL,NULL,NULL,NULL
"10370","2005-01-20","2005-02-01","2005-01-25","Shipped",NULL,"276",NULL,NULL,NULL,NULL
"10371","2005-01-23","2005-02-03","2005-01-25","Shipped",NULL,"124",NULL,NULL,NULL,NULL
"10372","2005-01-26","2005-02-05","2005-01-28","Shipped",NULL,"398",NULL,NULL,NULL,NULL
"10373","2005-01-31","2005-02-08","2005-02-06","Shipped",NULL,"311",NULL,NULL,NULL,NULL
"10374","2005-02-02","2005-02-09","2005-02-03","Shipped",NULL,"333",NULL,NULL,NULL,NULL
"10375","2005-02-03","2005-02-10","2005-02-06","Shipped",NULL,"119",NULL,NULL,NULL,NULL
"10376","2005-02-08","2005-02-18","2005-02-13","Shipped",NULL,"219",NULL,NULL,NULL,NULL
"10377","2005-02-09","2005-02-21","2005-02-12","Shipped","Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches","186",NULL,NULL,NULL,NULL
"10378","2005-02-10","2005-02-18","2005-02-11","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10379","2005-02-10","2005-02-18","2005-02-11","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10380","2005-02-16","2005-02-24","2005-02-18","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10381","2005-02-17","2005-02-25","2005-02-18","Shipped",NULL,"321",NULL,NULL,NULL,NULL
"10382","2005-02-17","2005-02-23","2005-02-18","Shipped","Custom shipping instructions sent to warehouse","124",NULL,NULL,NULL,NULL
"10383","2005-02-22","2005-03-02","2005-02-25","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10384","2005-02-23","2005-03-06","2005-02-27","Shipped",NULL,"321",NULL,NULL,NULL,NULL
"10385","2005-02-28","2005-03-09","2005-03-01","Shipped",NULL,"124",NULL,NULL,NULL,NULL
"10386","2005-03-01","2005-03-09","2005-03-06","Resolved","Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models.","141",NULL,NULL,NULL,NULL
"10387","2005-03-02","2005-03-09","2005-03-06","Shipped","We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.","148",NULL,NULL,NULL,NULL
"10388","2005-03-03","2005-03-11","2005-03-09","Shipped",NULL,"462",NULL,NULL,NULL,NULL
"10389","2005-03-03","2005-03-09","2005-03-08","Shipped",NULL,"448",NULL,NULL,NULL,NULL
"10390","2005-03-04","2005-03-11","2005-03-07","Shipped","They want to reevaluate their terms agreement with Finance.","124",NULL,NULL,NULL,NULL
"10391","2005-03-09","2005-03-20","2005-03-15","Shipped",NULL,"276",NULL,NULL,NULL,NULL
"10392","2005-03-10","2005-03-18","2005-03-12","Shipped",NULL,"452",NULL,NULL,NULL,NULL
"10393","2005-03-11","2005-03-22","2005-03-14","Shipped","They want to reevaluate their terms agreement with Finance.","323",NULL,NULL,NULL,NULL
"10394","2005-03-15","2005-03-25","2005-03-19","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10395","2005-03-17","2005-03-24","2005-03-23","Shipped","We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.","250",NULL,NULL,NULL,NULL
"10396","2005-03-23","2005-04-02","2005-03-28","Shipped",NULL,"124",NULL,NULL,NULL,NULL
"10397","2005-03-28","2005-04-09","2005-04-01","Shipped",NULL,"242",NULL,NULL,NULL,NULL
"10398","2005-03-30","2005-04-09","2005-03-31","Shipped",NULL,"353",NULL,NULL,NULL,NULL
"10399","2005-04-01","2005-04-12","2005-04-03","Shipped",NULL,"496",NULL,NULL,NULL,NULL
"10400","2005-04-01","2005-04-11","2005-04-04","Shipped","Customer requested that DHL is used for this shipping","450",NULL,NULL,NULL,NULL
"10401","2005-04-03","2005-04-14",NULL,"On Hold","Customer credit limit exceeded. Will ship when a payment is received.","328",NULL,NULL,NULL,NULL
"10402","2005-04-07","2005-04-14","2005-04-12","Shipped",NULL,"406",NULL,NULL,NULL,NULL
"10403","2005-04-08","2005-04-18","2005-04-11","Shipped",NULL,"201",NULL,NULL,NULL,NULL
"10404","2005-04-08","2005-04-14","2005-04-11","Shipped",NULL,"323",NULL,NULL,NULL,NULL
"10405","2005-04-14","2005-04-24","2005-04-20","Shipped",NULL,"209",NULL,NULL,NULL,NULL
"10406","2005-04-15","2005-04-25","2005-04-21","Disputed","Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this.","145",NULL,NULL,NULL,NULL
"10407","2005-04-22","2005-05-04",NULL,"On Hold","Customer credit limit exceeded. Will ship when a payment is received.","450",NULL,NULL,NULL,NULL
"10408","2005-04-22","2005-04-29","2005-04-27","Shipped",NULL,"398",NULL,NULL,NULL,NULL
"10409","2005-04-23","2005-05-05","2005-04-24","Shipped",NULL,"166",NULL,NULL,NULL,NULL
"10410","2005-04-29","2005-05-10","2005-04-30","Shipped",NULL,"357",NULL,NULL,NULL,NULL
"10411","2005-05-01","2005-05-08","2005-05-06","Shipped",NULL,"233",NULL,NULL,NULL,NULL
"10412","2005-05-03","2005-05-13","2005-05-05","Shipped",NULL,"141",NULL,NULL,NULL,NULL
"10413","2005-05-05","2005-05-14","2005-05-09","Shipped","Customer requested that DHL is used for this shipping","175",NULL,NULL,NULL,NULL
"10414","2005-05-06","2005-05-13",NULL,"On Hold","Customer credit limit exceeded. Will ship when a payment is received.","362",NULL,NULL,NULL,NULL
"10415","2005-05-09","2005-05-20","2005-05-12","Disputed","Customer claims the scales of the models don't match what was discussed. I keep all the paperwork though to prove otherwise","471",NULL,NULL,NULL,NULL
"10416","2005-05-10","2005-05-16","2005-05-14","Shipped",NULL,"386",NULL,NULL,NULL,NULL
"10417","2005-05-13","2005-05-19","2005-05-19","Disputed","Customer doesn't like the colors and precision of the models.","141",NULL,NULL,NULL,NULL
"10418","2005-05-16","2005-05-24","2005-05-20","Shipped",NULL,"412",NULL,NULL,NULL,NULL
"10419","2005-05-17","2005-05-28","2005-05-19","Shipped",NULL,"382",NULL,NULL,NULL,NULL
"10420","2005-05-29","2005-06-07",NULL,"In Process",NULL,"282",NULL,NULL,NULL,NULL
"10421","2005-05-29","2005-06-06",NULL,"In Process","Custom shipping instructions were sent to warehouse","124",NULL,NULL,NULL,NULL
"10422","2005-05-30","2005-06-11",NULL,"In Process",NULL,"157",NULL,NULL,NULL,NULL
"10423","2005-05-30","2005-06-05",NULL,"In Process",NULL,"314",NULL,NULL,NULL,NULL
"10424","2005-05-31","2005-06-08",NULL,"In Process",NULL,"141",NULL,NULL,NULL,NULL
"10425","2005-05-31","2005-06-07",NULL,"In Process",NULL,"119",NULL,NULL,NULL,NULL
"100013196","2014-11-01","0000-00-00",NULL,,NULL,"0","H","2014.0","11.0",NULL
"100023066","2011-11-10","0000-00-00",NULL,,NULL,"0","H","2011.0","11.0",NULL
"100061261","2016-02-26","0000-00-00",NULL,,NULL,"0","C","2016.0","2.0",NULL
"100071990","2017-07-13","0000-00-00",NULL,,NULL,"0","L","2017.0","7.0",NULL
"100074136","2013-04-06","0000-00-00",NULL,,NULL,"0","C","2013.0","4.0",NULL
"100099456","2012-11-16","0000-00-00",NULL,,NULL,"0","C","2012.0","11.0",NULL
"100103318","2017-04-23","0000-00-00",NULL,,NULL,"0","L","2017.0","4.0",NULL
"100114476","2013-04-16","0000-00-00",NULL,,NULL,"0","H","2013.0","4.0",NULL
"100118768","2012-04-29","0000-00-00",NULL,,NULL,"0","L","2012.0","4.0",NULL
"100121343","2010-03-26","0000-00-00",NULL,,NULL,"0","C","2010.0","3.0",NULL
"100159108","2012-05-09","0000-00-00",NULL,,NULL,"0","C","2012.0","5.0",NULL
"100171124","2012-09-06","0000-00-00",NULL,,NULL,"0","H","2012.0","9.0",NULL
"100190436","2012-02-18","0000-00-00",NULL,,NULL,"0","H","2012.0","2.0",NULL
"100210177","2013-10-03","0000-00-00",NULL,,NULL,"0","C","2013.0","10.0",NULL
"100213611","2016-01-06","0000-00-00",NULL,,NULL,"0","L","2016.0","1.0",NULL
"100220048","2010-10-13","0000-00-00",NULL,,NULL,"0","L","2010.0","10.0",NULL
"100225198","2014-03-03","0000-00-00",NULL,,NULL,"0","H","2014.0","3.0",NULL
"100262534","2014-02-11","0000-00-00",NULL,,NULL,"0","H","2014.0","2.0",NULL
"100278413","2011-04-22","0000-00-00",NULL,,NULL,"0","H","2011.0","4.0",NULL
"100280559","2014-08-11","0000-00-00",NULL,,NULL,"0","M","2014.0","8.0",NULL
"100280988","2016-10-13","0000-00-00",NULL,,NULL,"0","M","2016.0","10.0",NULL
"100287425","2011-07-21","0000-00-00",NULL,,NULL,"0","M","2011.0","7.0",NULL
"100300729","2010-11-02","0000-00-00",NULL,,NULL,"0","H","2010.0","11.0",NULL
"100303304","2016-04-25","0000-00-00",NULL,,NULL,"0","M","2016.0","4.0",NULL
"100319612","2015-09-07","0000-00-00",NULL,,NULL,"0","H","2015.0","9.0",NULL
"100344932","2015-04-19","0000-00-00",NULL,,NULL,"0","H","2015.0","4.0",NULL
"100349223","2014-05-02","0000-00-00",NULL,,NULL,"0","L","2014.0","5.0",NULL
"100352656","2016-08-04","0000-00-00",NULL,,NULL,"0","L","2016.0","8.0",NULL
"100359952","2015-09-17","0000-00-00",NULL,,NULL,"0","M","2015.0","9.0",NULL
"100361669","2016-11-02","0000-00-00",NULL,,NULL,"0","C","2016.0","11.0",NULL
"100365531","2013-09-13","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"100387418","2011-01-21","0000-00-00",NULL,,NULL,"0","L","2011.0","1.0",NULL
"100390851","2013-04-25","0000-00-00",NULL,,NULL,"0","L","2013.0","4.0",NULL
"100402438","2011-06-21","0000-00-00",NULL,,NULL,"0","C","2011.0","6.0",NULL
"100500714","2017-06-01","0000-00-00",NULL,,NULL,"0","L","2017.0","6.0",NULL
"100506293","2015-05-28","0000-00-00",NULL,,NULL,"0","C","2015.0","5.0",NULL
"100514018","2016-09-12","0000-00-00",NULL,,NULL,"0","L","2016.0","9.0",NULL
"100549638","2015-07-07","0000-00-00",NULL,,NULL,"0","H","2015.0","7.0",NULL
"100551784","2011-03-31","0000-00-00",NULL,,NULL,"0","L","2011.0","3.0",NULL
"100552213","2013-06-03","0000-00-00",NULL,,NULL,"0","M","2013.0","6.0",NULL
"100588691","2016-08-03","0000-00-00",NULL,,NULL,"0","C","2016.0","8.0",NULL
"100606715","2017-01-31","0000-00-00",NULL,,NULL,"0","H","2017.0","1.0",NULL
"100610578","2013-12-11","0000-00-00",NULL,,NULL,"0","C","2013.0","12.0",NULL
"100615727","2017-05-01","0000-00-00",NULL,,NULL,"0","M","2017.0","5.0",NULL
"100629460","2011-03-21","0000-00-00",NULL,,NULL,"0","C","2011.0","3.0",NULL
"100682246","2013-10-01","0000-00-00",NULL,,NULL,"0","H","2013.0","10.0",NULL
"100697267","2014-03-01","0000-00-00",NULL,,NULL,"0","M","2014.0","3.0",NULL
"100720441","2010-06-22","0000-00-00",NULL,,NULL,"0","H","2010.0","6.0",NULL
"100721728","2016-12-31","0000-00-00",NULL,,NULL,"0","L","2016.0","12.0",NULL
"100728595","2013-12-10","0000-00-00",NULL,,NULL,"0","L","2013.0","12.0",NULL
"100731170","2011-11-07","0000-00-00",NULL,,NULL,"0","L","2011.0","11.0",NULL
"100750482","2011-04-20","0000-00-00",NULL,,NULL,"0","L","2011.0","4.0",NULL
"100779664","2015-05-07","0000-00-00",NULL,,NULL,"0","M","2015.0","5.0",NULL
"100782668","2015-06-06","0000-00-00",NULL,,NULL,"0","M","2015.0","6.0",NULL
"100830304","2014-07-29","0000-00-00",NULL,,NULL,"0","M","2014.0","7.0",NULL
"100873219","2012-07-05","0000-00-00",NULL,,NULL,"0","L","2012.0","7.0",NULL
"100887811","2010-09-30","0000-00-00",NULL,,NULL,"0","H","2010.0","9.0",NULL
"100889098","2017-04-10","0000-00-00",NULL,,NULL,"0","L","2017.0","4.0",NULL
"100910985","2014-08-18","0000-00-00",NULL,,NULL,"0","C","2014.0","8.0",NULL
"100924289","2013-11-29","0000-00-00",NULL,,NULL,"0","L","2013.0","11.0",NULL
"100940167","2011-02-07","0000-00-00",NULL,,NULL,"0","L","2011.0","2.0",NULL
"100941884","2012-03-26","0000-00-00",NULL,,NULL,"0","C","2012.0","3.0",NULL
"100981795","2010-01-31","0000-00-00",NULL,,NULL,"0","M","2010.0","1.0",NULL
"101011836","2010-11-29","0000-00-00",NULL,,NULL,"0","C","2010.0","11.0",NULL
"101018702","2015-06-05","0000-00-00",NULL,,NULL,"0","L","2015.0","6.0",NULL
"101050031","2015-03-16","0000-00-00",NULL,,NULL,"0","L","2015.0","3.0",NULL
"101091659","2014-03-09","0000-00-00",NULL,,NULL,"0","L","2014.0","3.0",NULL
"101110970","2013-08-20","0000-00-00",NULL,,NULL,"0","M","2013.0","8.0",NULL
"101135003","2014-04-18","0000-00-00",NULL,,NULL,"0","C","2014.0","4.0",NULL
"101148736","2015-10-03","0000-00-00",NULL,,NULL,"0","M","2015.0","10.0",NULL
"101156890","2011-08-26","0000-00-00",NULL,,NULL,"0","C","2011.0","8.0",NULL
"101159894","2011-09-26","0000-00-00",NULL,,NULL,"0","C","2011.0","9.0",NULL
"101189506","2010-05-21","0000-00-00",NULL,,NULL,"0","L","2010.0","5.0",NULL
"101213538","2011-01-17","0000-00-00",NULL,,NULL,"0","C","2011.0","1.0",NULL
"101218259","2012-04-03","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"101223409","2015-08-24","0000-00-00",NULL,,NULL,"0","C","2015.0","8.0",NULL
"101269757","2015-11-02","0000-00-00",NULL,,NULL,"0","H","2015.0","11.0",NULL
"101271903","2011-07-27","0000-00-00",NULL,,NULL,"0","M","2011.0","7.0",NULL
"101277911","2011-09-25","0000-00-00",NULL,,NULL,"0","L","2011.0","9.0",NULL
"101279628","2012-11-10","0000-00-00",NULL,,NULL,"0","C","2012.0","11.0",NULL
"101291215","2011-01-06","0000-00-00",NULL,,NULL,"0","M","2011.0","1.0",NULL
"101341426","2015-08-23","0000-00-00",NULL,,NULL,"0","M","2015.0","8.0",NULL
"101379621","2012-05-13","0000-00-00",NULL,,NULL,"0","M","2012.0","5.0",NULL
"101383054","2014-08-16","0000-00-00",NULL,,NULL,"0","H","2014.0","8.0",NULL
"101384770","2015-10-02","0000-00-00",NULL,,NULL,"0","L","2015.0","10.0",NULL
"101390779","2015-12-01","0000-00-00",NULL,,NULL,"0","C","2015.0","12.0",NULL
"101393783","2015-12-31","0000-00-00",NULL,,NULL,"0","C","2015.0","12.0",NULL
"101410520","2017-07-17","0000-00-00",NULL,,NULL,"0","M","2017.0","7.0",NULL
"101411378","2014-04-27","0000-00-00",NULL,,NULL,"0","H","2014.0","4.0",NULL
"101426398","2014-09-25","0000-00-00",NULL,,NULL,"0","M","2014.0","9.0",NULL
"101440560","2010-10-17","0000-00-00",NULL,,NULL,"0","C","2010.0","10.0",NULL
"101456010","2013-05-20","0000-00-00",NULL,,NULL,"0","H","2013.0","5.0",NULL
"101456439","2015-07-23","0000-00-00",NULL,,NULL,"0","C","2015.0","7.0",NULL
"101470172","2017-01-06","0000-00-00",NULL,,NULL,"0","L","2017.0","1.0",NULL
"101489055","2014-04-16","0000-00-00",NULL,,NULL,"0","L","2014.0","4.0",NULL
"101489484","2016-06-19","0000-00-00",NULL,,NULL,"0","M","2016.0","6.0",NULL
"101507937","2011-07-26","0000-00-00",NULL,,NULL,"0","L","2011.0","7.0",NULL
"101599347","2012-12-29","0000-00-00",NULL,,NULL,"0","L","2012.0","12.0",NULL
"101629817","2015-12-30","0000-00-00",NULL,,NULL,"0","H","2015.0","12.0",NULL
"101675307","2011-11-02","0000-00-00",NULL,,NULL,"0","L","2011.0","11.0",NULL
"101700198","2016-11-06","0000-00-00",NULL,,NULL,"0","L","2016.0","11.0",NULL
"101704061","2013-09-16","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"101709210","2017-02-04","0000-00-00",NULL,,NULL,"0","C","2017.0","2.0",NULL
"101744401","2013-09-26","0000-00-00",NULL,,NULL,"0","L","2013.0","9.0",NULL
"101757276","2010-11-05","0000-00-00",NULL,,NULL,"0","L","2010.0","11.0",NULL
"101770150","2015-07-12","0000-00-00",NULL,,NULL,"0","L","2015.0","7.0",NULL
"101771008","2012-04-21","0000-00-00",NULL,,NULL,"0","M","2012.0","4.0",NULL
"101807487","2015-06-21","0000-00-00",NULL,,NULL,"0","L","2015.0","6.0",NULL
"101813066","2013-06-17","0000-00-00",NULL,,NULL,"0","C","2013.0","6.0",NULL
"101816499","2015-09-20","0000-00-00",NULL,,NULL,"0","C","2015.0","9.0",NULL
"101817786","2014-09-03","0000-00-00",NULL,,NULL,"0","M","2014.0","9.0",NULL
"101819074","2013-08-16","0000-00-00",NULL,,NULL,"0","H","2013.0","8.0",NULL
"101855552","2016-10-16","0000-00-00",NULL,,NULL,"0","L","2016.0","10.0",NULL
"101865422","2013-10-26","0000-00-00",NULL,,NULL,"0","M","2013.0","10.0",NULL
"101884305","2011-02-03","0000-00-00",NULL,,NULL,"0","M","2011.0","2.0",NULL
"101928937","2010-02-26","0000-00-00",NULL,,NULL,"0","M","2010.0","2.0",NULL
"101929366","2012-04-30","0000-00-00",NULL,,NULL,"0","H","2012.0","4.0",NULL
"101949965","2010-09-25","0000-00-00",NULL,,NULL,"0","L","2010.0","9.0",NULL
"101952111","2014-01-14","0000-00-00",NULL,,NULL,"0","C","2014.0","1.0",NULL
"101969707","2012-05-10","0000-00-00",NULL,,NULL,"0","M","2012.0","5.0",NULL
"101980006","2011-07-23","0000-00-00",NULL,,NULL,"0","H","2011.0","7.0",NULL
"101989448","2013-12-24","0000-00-00",NULL,,NULL,"0","H","2013.0","12.0",NULL
"102009189","2015-08-10","0000-00-00",NULL,,NULL,"0","C","2015.0","8.0",NULL
"102038800","2014-04-04","0000-00-00",NULL,,NULL,"0","M","2014.0","4.0",NULL
"102067553","2016-02-16","0000-00-00",NULL,,NULL,"0","M","2016.0","2.0",NULL
"102136218","2015-11-08","0000-00-00",NULL,,NULL,"0","L","2015.0","11.0",NULL
